rule_id,source_file,column_name,rule_type,severity,status,failed_count,total_count,failure_percentage,message,checked_at
DQ_REQUIRED_COLUMN_olist_geolocation_dataset.csv_geolocation_city,olist_geolocation_dataset.csv,geolocation_city,required_column_exists,error,PASS,0,1,0.0,Required column exists,2026-05-23T16:27:00.274200+00:00
DQ_REQUIRED_COLUMN_olist_geolocation_dataset.csv_geolocation_state,olist_geolocation_dataset.csv,geolocation_state,required_column_exists,error,PASS,0,1,0.0,Required column exists,2026-05-23T16:27:00.274200+00:00
DQ_REQUIRED_COLUMN_olist_order_items_dataset.csv_order_id,olist_order_items_dataset.csv,order_id,required_column_exists,error,PASS,0,1,0.0,Required column exists,2026-05-23T16:27:00.483006+00:00
DQ_REQUIRED_COLUMN_olist_order_items_dataset.csv_order_item_id,olist_order_items_dataset.csv,order_item_id,required_column_exists,error,PASS,0,1,0.0,Required column exists,2026-05-23T16:27:00.483006+00:00
DQ_REQUIRED_COLUMN_olist_order_items_dataset.csv_product_id,olist_order_items_dataset.csv,product_id,required_column_exists,error,PASS,0,1,0.0,Required column exists,2026-05-23T16:27:00.483006+00:00
DQ_REQUIRED_COLUMN_olist_order_items_dataset.csv_seller_id,olist_order_items_dataset.csv,seller_id,required_column_exists,error,PASS,0,1,0.0,Required column exists,2026-05-23T16:27:00.483006+00:00
DQ_REQUIRED_COLUMN_olist_order_items_dataset.csv_shipping_limit_date,olist_order_items_dataset.csv,shipping_limit_date,required_column_exists,error,PASS,0,1,0.0,Required column exists,2026-05-23T16:27:00.483006+00:00
DQ_REQUIRED_COLUMN_olist_order_items_dataset.csv_price,olist_order_items_dataset.csv,price,required_column_exists,error,PASS,0,1,0.0,Required column exists,2026-05-23T16:27:00.483006+00:00
DQ_REQUIRED_COLUMN_olist_order_items_dataset.csv_freight_value,olist_order_items_dataset.csv,freight_value,required_column_exists,error,PASS,0,1,0.0,Required column exists,2026-05-23T16:27:00.483006+00:00
DQ_NOT_NULL_004,olist_order_items_dataset.csv,order_id,not_null,error,PASS,0,112650,0.0,Column has no null values,2026-05-23T16:27:00.497997+00:00
DQ_NOT_NULL_005,olist_order_items_dataset.csv,product_id,not_null,error,PASS,0,112650,0.0,Column has no null values,2026-05-23T16:27:00.500578+00:00
DQ_NOT_NULL_006,olist_order_items_dataset.csv,seller_id,not_null,error,PASS,0,112650,0.0,Column has no null values,2026-05-23T16:27:00.503681+00:00
DQ_NON_NEG_001,olist_order_items_dataset.csv,price,non_negative,error,PASS,0,112650,0.0,Column values are numeric and non-negative,2026-05-23T16:27:00.504627+00:00
DQ_NON_NEG_002,olist_order_items_dataset.csv,freight_value,non_negative,error,PASS,0,112650,0.0,Column values are numeric and non-negative,2026-05-23T16:27:00.505679+00:00
DQ_TS_006,olist_order_items_dataset.csv,shipping_limit_date,parseable_timestamp,error,PASS,0,112650,0.0,Non-null values are parseable as timestamps,2026-05-23T16:27:00.547473+00:00
DQ_REQUIRED_COLUMN_olist_order_reviews_dataset.csv_review_id,olist_order_reviews_dataset.csv,review_id,required_column_exists,error,PASS,0,1,0.0,Required column exists,2026-05-23T16:27:00.907578+00:00
DQ_REQUIRED_COLUMN_olist_order_reviews_dataset.csv_order_id,olist_order_reviews_dataset.csv,order_id,required_column_exists,error,PASS,0,1,0.0,Required column exists,2026-05-23T16:27:00.907578+00:00
DQ_REQUIRED_COLUMN_olist_order_reviews_dataset.csv_review_score,olist_order_reviews_dataset.csv,review_score,required_column_exists,error,PASS,0,1,0.0,Required column exists,2026-05-23T16:27:00.907578+00:00
